"CHILDID","C7DESMTH","C7R4MSCL","S7_ID","C6R4MSCL","P6EXPECT","GENDER","RACE","WKSESL","WKPOV_R","WKMOMED","P7HFAMIL","S7PUPRI","R7REGION","R7URBAN"
"3005015C",1,166.57,"D749",149.26,"4y college",0,"WHITE",1.5,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3005016C",0,128.74,"D749",111.66,"4y college",0,"WHITE",1.85,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3005017C",1,161.38,"D749",153.65,"more than",0,"WHITE",0.02,"BELOW POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3005019C",0,115.93,"D749",105.87,"less than",1,"WHITE",0.72,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3005020C",0,132.84,"D749",111.39,"4y college",1,"WHITE",1.05,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3005025C",0,160.19,"D749",142.51,"4y college",0,"WHITE",0.47,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006001C",1,142.96,"C674",141.88,"more than",0,"HISPANIC",1.45,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006002C",0,160.78,"C674",145.49,"more than",1,"WHITE",1.71,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006003C",1,167.37,"C674",142.27,"more than",0,"HISPANIC",1.54,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006005C",0,149.89,"C674",124.89,"4y college",1,"WHITE",1.31,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006007C",1,150.73,"C674",139.01,"4y college",0,"WHITE",0.8,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006008C",1,165.53,"C674",155.98,"more than",0,"WHITE",0.41,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006010C",1,160.04,"C674",130.45,"more than",0,"WHITE",0.87,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006012C",1,165.49,"C674",142.05,"4y college",1,"Other",0.76,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006013C",0,112.79,"C674",90.77,"less than",0,"WHITE",-0.27,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006014C",1,163.71,"C674",152.57,"4y college",1,"WHITE",-0.05,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006016C",0,167.55,"C674",151.76,"4y college",1,"WHITE",0.95,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006017C",0,149.91,"C674",132.53,"4y college",1,"WHITE",0.24,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006018C",1,149.9,"C674",120.61,"more than",1,"WHITE",1.2,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3006021C",1,153.44,"C674",132.77,"more than",1,"WHITE",0.65,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"3013001C",1,165.33,"C446",145.95,"4y college",0,"HISPANIC",0.03,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3013002C",0,151.96,"C446",103.68,"less than",1,"WHITE",0.13,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3013003C",1,159.93,"C446",130.97,"4y college",1,"WHITE",-0.51,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3013006C",0,157.03,"C446",131.59,"more than",1,"WHITE",-0.03,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3013009C",1,169.22,"C446",152.7,"4y college",1,"WHITE",-0.14,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3013011C",0,147.56,"C446",131.58,"less than",0,"WHITE",2.1,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3013012C",1,137.64,"C446",101.17,"4y college",0,"BLACK",-0.65,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3013013C",1,152.82,"C446",116.85,"more than",0,"WHITE",-0.01,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3013014C",0,155.27,"C446",140.55,"4y college",0,"WHITE",0.69,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3013021C",1,159.33,"C446",144.35,"4y college",0,"WHITE",-0.03,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3013025C",0,147.98,"C446",131.64,"4y college",1,"WHITE",2.1,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3018003C",1,166.41,"C446",132.21,"4y college",0,"WHITE",0.4,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3018004C",1,170.37,"C446",145.54,"4y college",0,"WHITE",0.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3018007C",1,153.44,"C446",125.21,"more than",0,"HISPANIC",-0.56,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3018010C",1,169.69,"C446",136.46,"more than",0,"BLACK",-0.41,"BELOW POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3018011C",0,158.62,"C446",130.54,"4y college",1,"WHITE",0.19,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3018014C",1,156.02,"C446",129.86,"more than",0,"WHITE",-0.39,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3018016C",1,152.1,"C446",118.59,"4y college",0,"WHITE",0.01,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3018017C",0,133.67,"C446",97.44,"less than",0,"WHITE",-0.56,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3018023C",1,167.86,"C446",142.84,"4y college",1,"WHITE",-0.26,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","SOUTH","SMALL TOWN AND RURAL"
"3027001C",1,164.68,"C664",143.28,"more than",1,"HISPANIC",0.09,"BELOW POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3027004C",0,116.32,"C664",104.06,"less than",1,"WHITE",0.97,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3027005C",1,162.41,"C664",141.06,"more than",0,"WHITE",0.1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3027007C",0,155.21,"C664",118.01,"more than",0,"WHITE",0.31,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3027011C",0,128.9,"C664",132.94,"4y college",1,"HISPANIC",0.28,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3027012C",0,134.68,"C664",126.53,"4y college",1,"WHITE",0.13,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3027013C",0,91.34,"C849",70.77,"less than",0,"HISPANIC",-0.6,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3027015C",0,92.21,"C849",59.84,"less than",1,"HISPANIC",-0.06,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3027016C",0,164.47,"C664",142.39,"less than",1,"HISPANIC",-0.02,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3027022C",0,88.22,"C664",74.57,"more than",1,"HISPANIC",0.39,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3027023C",0,147.75,"C664",119.1,"4y college",0,"WHITE",0.24,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3027024C",0,145.37,"C664",137.65,"4y college",0,"WHITE",0.46,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3027025C",0,163.39,"C664",141.92,"more than",0,"WHITE",0.46,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028003C",1,160.4,"C861",153.48,"4y college",0,"HISPANIC",1.56,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028004C",1,165.05,"C861",158.31,"more than",1,"WHITE",0.62,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028005C",0,150.2,"C861",130.25,"4y college",1,"WHITE",0.19,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028006C",0,156.63,"C861",155.15,"4y college",1,"WHITE",1.52,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028007C",0,151.56,"C861",143.72,"4y college",1,"WHITE",0,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028008C",0,144.78,"C861",138.16,"more than",0,"WHITE",2.12,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028009C",1,131.71,"C861",113.94,"4y college",0,"WHITE",1.03,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028010C",1,156.98,"C861",134.14,"4y college",0,"WHITE",1.99,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028011C",1,139.74,"C861",135.6,"4y college",0,"WHITE",-0.21,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028013C",1,139.72,"C861",120.08,"less than",0,"WHITE",-0.2,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028014C",0,156.91,"C861",127.56,"4y college",1,"WHITE",0.02,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028015C",0,145.25,"C861",138.36,"4y college",1,"WHITE",1.29,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028016C",0,156.09,"C861",138.43,"4y college",0,"WHITE",1.5,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028019C",1,163.06,"C861",142.68,"less than",0,"WHITE",-0.56,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028021C",0,165.55,"C861",140.5,"4y college",0,"WHITE",1.46,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028023C",0,153.16,"C861",155.74,"4y college",1,"WHITE",1.17,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3028024C",1,169.73,"C861",151.15,"more than",1,"WHITE",0.91,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3029008C",1,156.55,"C849",133.02,"more than",0,"WHITE",-0.13,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3029011C",1,137.94,"C849",116.73,"more than",0,"HISPANIC",-0.69,"BELOW POVERTY THRESHOLD","high school","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3029017C",0,137.51,"C849",118.46,"more than",0,"WHITE",-0.54,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3029021C",0,149.69,"C849",132.68,"4y college",0,"WHITE",-0.24,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3029022C",0,139.66,"C849",133.31,"less than",0,"WHITE",-0.41,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3030003C",1,167.17,"C861",145.22,"4y college",0,"WHITE",0.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3030008C",0,163.27,"C861",148.81,"more than",0,"WHITE",-0.07,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3030016C",0,124.25,"C664",126.29,"4y college",1,"WHITE",-0.46,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3030024C",0,140.49,"C861",139.29,"more than",0,"HISPANIC",0.3,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3031001C",1,162.28,"C849",157.27,"4y college",1,"HISPANIC",0.16,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3031009C",0,155.69,"C849",131.26,"more than",0,"WHITE",-0.32,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3031010C",0,160.24,"C849",143.39,"4y college",0,"WHITE",0.07,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3031018C",1,161,"C849",153.33,"less than",1,"HISPANIC",-1.17,"BELOW POVERTY THRESHOLD","less than high school","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3031020C",0,161.26,"C849",138,"less than",1,"WHITE",-0.58,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3031021C",1,142.28,"C849",129.97,"less than",0,"WHITE",0.19,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3031023C",0,144.28,"C849",117.79,"less than",1,"WHITE",-0.3,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3032005C",1,161.09,"C849",137.03,"4y college",0,"HISPANIC",0.21,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3032006C",1,165.52,"C849",152.96,"4y college",1,"HISPANIC",1.13,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3032009C",1,166.26,"C849",141.55,"4y college",1,"HISPANIC",0.15,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3032010C",0,70.27,"C849",56.28,"less than",1,"WHITE",-0.14,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3032011C",0,148.69,"C849",126.02,"4y college",1,"WHITE",1.02,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3032015C",0,167.75,"C849",132.56,"4y college",1,"HISPANIC",-0.4,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3032017C",0,122.98,"C849",109.61,"4y college",0,"WHITE",-0.01,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3032021C",1,166.5,"C849",141.7,"4y college",1,"WHITE",1.43,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3032023C",0,112.19,"C849",68.14,"4y college",0,"BLACK",0.72,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3033003C",0,150.86,"C664",119.64,"4y college",0,"WHITE",-0.38,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3033005C",0,141.29,"C861",139.16,"4y college",1,"WHITE",0,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3033006C",0,165.8,"C664",131.15,"less than",1,"WHITE",-0.08,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3033007C",0,138.17,"C664",124.02,"4y college",0,"WHITE",0.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3033009C",0,108.7,"C664",86.05,"less than",0,"WHITE",-0.4,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3033010C",0,115.16,"C664",126.79,"4y college",1,"WHITE",0.09,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3033012C",1,169.05,"C664",168.26,"more than",0,"WHITE",1.28,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3033018C",1,163.16,"C664",148.66,"more than",0,"WHITE",0.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","LARGE AND MID-SIZE CITY"
"3035001C",1,115.73,"C681",67.85,"less than",0,"WHITE",-0.58,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3035003C",0,110.4,"C681",104.34,"less than",0,"HISPANIC",0.2,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3035014C",0,106.02,"C681",119.01,"less than",1,"WHITE",-0.7,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3035015C",1,152.52,"C681",150.98,"4y college",1,"WHITE",-0.2,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3035016C",0,112.85,"C681",84.43,"less than",0,"WHITE",-0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3035018C",0,84.06,"C681",60.81,"less than",0,"WHITE",-0.9,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3035021C",1,122.5,"C681",82.42,"less than",0,"WHITE",0.8,"BELOW POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3036001C",0,143.3,"C681",130.2,"more than",0,"WHITE",-0.39,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3036002C",1,143.77,"C681",136.09,"4y college",0,"WHITE",-0.2,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3037001C",0,147.61,"C879",135.66,"less than",1,"Other",-0.66,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3037007C",1,167.29,"C879",150.3,"4y college",1,"WHITE",0.11,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3037011C",1,115.75,"C879",99.93,"4y college",1,"WHITE",1.1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3037012C",1,163.29,"C879",148.83,"4y college",1,"WHITE",0.48,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3037017C",1,147.63,"C681",122.41,"less than",1,"WHITE",1.25,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3037023C",1,148.67,"C879",146.81,"less than",1,"HISPANIC",1.02,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","WEST","SMALL TOWN AND RURAL"
"3038005C",1,144.41,"C879",128.28,"less than",1,"WHITE",1.39,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","WEST","SMALL TOWN AND RURAL"
